0.509803922,0.125490196,0.941176471
0,0,0.588235294
0,0,0.803921569
0.254901961,0.411764706,0.882352941
0.117647059,0.564705882,1
0,0.749019608,1
0.62745098,0.823529412,1
0.823529412,0.960784314,1
1,1,0.784313725
1,0.882352941,0.196078431
1,0.666666667,0
1,0.431372549,0
1,0,0
0.784313725,0,0
0.62745098,0.137254902,0.137254902
1,0.411764706,0.705882353
