Year,Month,Day,Hour,OMI1,OMI2,OMI3
1979,1,1,0,0.16644,0.78762,0.80502
1979,1,2,0,0.02053,0.8654,0.86565
1979,1,3,0,-0.1586,0.93131,0.94472
1979,1,4,0,-0.36413,0.97588,1.0416
1979,1,5,0,-0.58587,0.99025,1.15058
1979,1,6,0,-0.81074,0.96774,1.26246
1979,1,7,0,-1.02402,0.90506,1.36666
1979,1,8,0,-1.21115,0.80275,1.45303
1979,1,9,0,-1.35956,0.66456,1.51328
1979,1,10,0,-1.45992,0.49628,1.54197
1979,1,11,0,-1.50681,0.30461,1.53729
1979,1,12,0,-1.49854,0.09638,1.50163
1979,1,13,0,-1.43685,-0.12166,1.44199
1979,1,14,0,-1.32635,-0.34275,1.36992
1979,1,15,0,-1.17397,-0.55994,1.30067
1979,1,16,0,-0.9885,-0.76609,1.25061
1979,1,17,0,-0.78005,-0.95391,1.23225
1979,1,18,0,-0.55962,-1.11642,1.24882
1979,1,19,0,-0.33858,-1.24741,1.29254
1979,1,20,0,-0.12811,-1.34213,1.34823
1979,1,21,0,0.06147,-1.39779,1.39914
1979,1,22,0,0.22139,-1.41386,1.43109
1979,1,23,0,0.34518,-1.39221,1.43437
1979,1,24,0,0.42915,-1.33685,1.40405
1979,1,25,0,0.47263,-1.25354,1.33968
1979,1,26,0,0.47793,-1.14933,1.24474
1979,1,27,0,0.44988,-1.03209,1.12587
1979,1,28,0,0.39523,-0.91009,0.99221
1979,1,29,0,0.32194,-0.79167,0.85462
1979,1,30,0,0.2385,-0.6848,0.72514
1979,1,31,0,0.15348,-0.59681,0.61622
1979,2,1,0,0.07535,-0.53384,0.53913
1979,2,2,0,0.01257,-0.50022,0.50038
1979,2,3,0,-0.02651,-0.49721,0.49792
1979,2,4,0,-0.03479,-0.52143,0.52259
1979,2,5,0,-0.00941,-0.56405,0.56413
1979,2,6,0,0.04552,-0.61321,0.61489
1979,2,7,0,0.12049,-0.65867,0.6696
1979,2,8,0,0.20508,-0.69406,0.72373
1979,2,9,0,0.29076,-0.71573,0.77253
1979,2,10,0,0.37124,-0.72103,0.81099
1979,2,11,0,0.44207,-0.70763,0.83437
1979,2,12,0,0.5006,-0.67344,0.83912
1979,2,13,0,0.54593,-0.61695,0.82381
1979,2,14,0,0.57894,-0.53758,0.79004
1979,2,15,0,0.60205,-0.4359,0.74328
1979,2,16,0,0.61876,-0.31373,0.69375
1979,2,17,0,0.63295,-0.17389,0.6564
1979,2,18,0,0.64791,-0.01972,0.64821
1979,2,19,0,0.66509,0.14589,0.6809
1979,2,20,0,0.68222,0.32182,0.75431
1979,2,21,0,0.69053,0.51015,0.85854
1979,2,22,0,0.67119,0.71572,0.9812
1979,2,23,0,0.59818,0.93731,1.11192
1979,2,24,0,0.46759,1.15195,1.24323
1979,2,25,0,0.32599,1.33051,1.36987
1979,2,26,0,0.2216,1.47144,1.48803
1979,2,27,0,0.1642,1.58628,1.59475
1979,2,28,0,0.14314,1.68146,1.68754
1979,3,1,0,0.20882,1.74825,1.76068
1979,3,2,0,0.23742,1.80336,1.81892
1979,3,3,0,0.26005,1.83972,1.85801
1979,3,4,0,0.26847,1.85779,1.87709
1979,3,5,0,0.25591,1.85839,1.87593
1979,3,6,0,0.21724,1.8423,1.85507
1979,3,7,0,0.14895,1.80975,1.81587
1979,3,8,0,0.04902,1.76001,1.7607
1979,3,9,0,-0.08337,1.69083,1.69289
1979,3,10,0,-0.24814,1.59776,1.61692
1979,3,11,0,-0.44457,1.47292,1.53855
1979,3,12,0,-0.67077,1.30239,1.46498
1979,3,13,0,-0.91971,1.06195,1.40485
1979,3,14,0,-1.16509,0.71633,1.36769
1979,3,15,0,-1.33884,0.25109,1.36218
1979,3,16,0,-1.36911,-0.26022,1.39362
1979,3,17,0,-1.27585,-0.71309,1.4616
1979,3,18,0,-1.12503,-1.08013,1.5596
1979,3,19,0,-0.9567,-1.3769,1.67665
1979,3,20,0,-0.78772,-1.61801,1.79958
1979,3,21,0,-0.62553,-1.80999,1.91503
1979,3,22,0,-0.47389,-1.95399,2.01064
1979,3,23,0,-0.33464,-2.04865,2.0758
1979,3,24,0,-0.20805,-2.09194,2.10226
1979,3,25,0,-0.09302,-2.08237,2.08445
1979,3,26,0,0.01264,-2.01982,2.01986
1979,3,27,0,0.11176,-1.90594,1.90921
1979,3,28,0,0.20721,-1.74428,1.75654
1979,3,29,0,0.30111,-1.54027,1.56942
1979,3,30,0,0.3941,-1.30086,1.35924
1979,3,31,0,0.48461,-1.03407,1.142
1979,4,1,0,0.56889,-0.74822,0.93993
1979,4,2,0,0.639,-0.45259,0.78304
1979,4,3,0,0.68542,-0.157,0.70317
1979,4,4,0,0.69821,0.12712,0.70968
1979,4,5,0,0.6703,0.38602,0.7735
1979,4,6,0,0.60143,0.60435,0.85262
1979,4,7,0,0.4997,0.76843,0.91662
1979,4,8,0,0.37832,0.87024,0.94891
1979,4,9,0,0.24987,0.90891,0.94263
1979,4,10,0,0.12247,0.88925,0.89764
1979,4,11,0,-0.00061,0.8193,0.81931
1979,4,12,0,-0.11923,0.70858,0.71854
1979,4,13,0,-0.23442,0.56704,0.61358
1979,4,14,0,-0.34679,0.40462,0.53289
1979,4,15,0,-0.4556,0.23085,0.51075
1979,4,16,0,-0.55826,0.0546,0.56093
1979,4,17,0,-0.65032,-0.11622,0.66062
1979,4,18,0,-0.72568,-0.27485,0.77598
1979,4,19,0,-0.77716,-0.41586,0.88143
1979,4,20,0,-0.79723,-0.53524,0.96024
1979,4,21,0,-0.77876,-0.63039,1.00193
1979,4,22,0,-0.7159,-0.7,1.00126
1979,4,23,0,-0.60481,-0.74367,0.95856
1979,4,24,0,-0.44433,-0.76154,0.88169
1979,4,25,0,-0.23649,-0.75377,0.79
1979,4,26,0,0.01322,-0.72012,0.72024
1979,4,27,0,0.29579,-0.65976,0.72304
1979,4,28,0,0.59882,-0.57145,0.82773
1979,4,29,0,0.90706,-0.45415,1.01441
1979,4,30,0,1.20398,-0.29939,1.24064
1979,5,1,0,1.46951,-0.12151,1.47453
1979,5,2,0,1.68641,0.07867,1.68824
1979,5,3,0,1.8395,0.29236,1.86259
1979,5,4,0,1.91749,0.50906,1.98391
1979,5,5,0,1.91349,0.71837,2.0439
1979,5,6,0,1.82513,0.91142,2.04004
1979,5,7,0,1.65422,1.08146,1.97636
1979,5,8,0,1.40646,1.22377,1.86433
1979,5,9,0,1.09103,1.33489,1.72403
1979,5,10,0,0.72024,1.41178,1.58488
1979,5,11,0,0.30902,1.45103,1.48357
1979,5,12,0,-0.12542,1.44854,1.45396
1979,5,13,0,-0.56406,1.39989,1.50926
1979,5,14,0,-0.98648,1.30153,1.63313
1979,5,15,0,-1.3717,1.15289,1.79185
1979,5,16,0,-1.69967,0.95856,1.95133
1979,5,17,0,-1.95371,0.72927,2.08538
1979,5,18,0,-2.12308,0.48037,2.17674
1979,5,19,0,-2.20433,0.22818,2.21611
1979,5,20,0,-2.20094,-0.01388,2.20099
1979,5,21,0,-2.12144,-0.23748,2.13469
1979,5,22,0,-1.97743,-0.43936,2.02565
1979,5,23,0,-1.78194,-0.61994,1.8867
1979,5,24,0,-1.54841,-0.78154,1.73446
1979,5,25,0,-1.28975,-0.92682,1.58822
1979,5,26,0,-1.01767,-1.05773,1.4678
1979,5,27,0,-0.74198,-1.17488,1.38956
1979,5,28,0,-0.47004,-1.2773,1.36104
1979,5,29,0,-0.20645,-1.36238,1.37794
1979,5,30,0,0.04663,-1.42615,1.42691
1979,5,31,0,0.28855,-1.46368,1.49185
1979,6,1,0,0.51842,-1.47013,1.55886
1979,6,2,0,0.73345,-1.44244,1.6182
1979,6,3,0,0.92843,-1.38098,1.66406
1979,6,4,0,1.09758,-1.29008,1.69381
1979,6,5,0,1.23727,-1.17624,1.70716
1979,6,6,0,1.34751,-1.0455,1.70553
1979,6,7,0,1.4311,-0.90188,1.69158
1979,6,8,0,1.49189,-0.74754,1.6687
1979,6,9,0,1.53315,-0.58364,1.64049
1979,6,10,0,1.55668,-0.41128,1.6101
1979,6,11,0,1.56247,-0.23195,1.57959
1979,6,12,0,1.54879,-0.04768,1.54952
1979,6,13,0,1.51248,0.13904,1.51886
1979,6,14,0,1.44953,0.32532,1.48559
1979,6,15,0,1.35565,0.50798,1.4477
1979,6,16,0,1.22707,0.68354,1.40461
1979,6,17,0,1.06121,0.84821,1.35854
1979,6,18,0,0.85737,0.99788,1.31562
1979,6,19,0,0.6173,1.12811,1.28596
1979,6,20,0,0.34541,1.23435,1.28177
1979,6,21,0,0.04889,1.31203,1.31294
1979,6,22,0,-0.26254,1.35688,1.38204
1979,6,23,0,-0.57711,1.36518,1.48215
1979,6,24,0,-0.88159,1.33412,1.59908
1979,6,25,0,-1.16202,1.26213,1.71559
1979,6,26,0,-1.40434,1.14951,1.81481
1979,6,27,0,-1.59515,0.99925,1.88229
1979,6,28,0,-1.72248,0.81809,1.90689
1979,6,29,0,-1.77709,0.61728,1.88124
1979,6,30,0,-1.75412,0.41217,1.8019
1979,7,1,0,-1.6547,0.21981,1.66924
1979,7,2,0,-1.48631,0.05481,1.48732
1979,7,3,0,-1.26144,-0.07444,1.26363
1979,7,4,0,-0.99513,-0.16708,1.00906
1979,7,5,0,-0.70284,-0.2286,0.73908
1979,7,6,0,-0.39913,-0.26812,0.48083
1979,7,7,0,-0.09724,-0.29582,0.31139
1979,7,8,0,0.19104,-0.32098,0.37353
1979,7,9,0,0.45556,-0.35086,0.57501
1979,7,10,0,0.68798,-0.39011,0.79089
1979,7,11,0,0.88216,-0.44071,0.98612
1979,7,12,0,1.03439,-0.50208,1.1498
1979,7,13,0,1.14356,-0.57144,1.27838
1979,7,14,0,1.21117,-0.6442,1.37183
1979,7,15,0,1.24105,-0.7144,1.43198
1979,7,16,0,1.23889,-0.77521,1.46144
1979,7,17,0,1.21144,-0.81938,1.46252
1979,7,18,0,1.1656,-0.83972,1.43658
1979,7,19,0,1.10738,-0.82964,1.38369
1979,7,20,0,1.04087,-0.78366,1.3029
1979,7,21,0,0.9675,-0.69799,1.193
1979,7,22,0,0.88574,-0.57109,1.05389
1979,7,23,0,0.79144,-0.40414,0.88865
1979,7,24,0,0.67882,-0.20135,0.70805
1979,7,25,0,0.54175,0.03007,0.54258
1979,7,26,0,0.37513,0.2803,0.46828
1979,7,27,0,0.1759,0.5374,0.56545
1979,7,28,0,-0.05628,0.78818,0.79018
1979,7,29,0,-0.31871,1.01907,1.06774
1979,7,30,0,-0.60552,1.2172,1.35949
1979,7,31,0,-0.90757,1.37183,1.64487
1979,8,1,0,-1.21439,1.47395,1.90978
1979,8,2,0,-1.51358,1.51804,2.14369
1979,8,3,0,-1.79249,1.50179,2.33846
1979,8,4,0,-2.03923,1.42575,2.48822
1979,8,5,0,-2.24347,1.2928,2.58931
1979,8,6,0,-2.39688,1.10769,2.64046
1979,8,7,0,-2.49323,0.87673,2.64289
1979,8,8,0,-2.52844,0.60757,2.60041
1979,8,9,0,-2.50043,0.30908,2.51946
1979,8,10,0,-2.40903,-0.00873,2.40905
1979,8,11,0,-2.25582,-0.3349,2.28055
1979,8,12,0,-2.04398,-0.65771,2.14719
1979,8,13,0,-1.7781,-0.96488,2.02302
1979,8,14,0,-1.46423,-1.24387,1.92125
1979,8,15,0,-1.10984,-1.48223,1.85169
1979,8,16,0,-0.72412,-1.668,1.8184
1979,8,17,0,-0.31839,-1.79057,1.81866
1979,8,18,0,0.09361,-1.84177,1.84415
1979,8,19,0,0.49583,-1.81747,1.88389
1979,8,20,0,0.87091,-1.71915,1.92717
1979,8,21,0,1.20238,-1.55475,1.96544
1979,8,22,0,1.47725,-1.33802,1.99313
1979,8,23,0,1.68823,-1.08644,2.0076
1979,8,24,0,1.83437,-0.81837,2.00864
1979,8,25,0,1.92032,-0.55071,1.99772
1979,8,26,0,1.95461,-0.29757,1.97713
1979,8,27,0,1.94787,-0.0699,1.94912
1979,8,28,0,1.91129,0.12432,1.91533
1979,8,29,0,1.85556,0.27967,1.87651
1979,8,30,0,1.79016,0.39302,1.83279
1979,8,31,0,1.72302,0.46333,1.78423
1979,9,1,0,1.66038,0.49156,1.73162
1979,9,2,0,1.60675,0.48067,1.67711
1979,9,3,0,1.565,0.4356,1.6245
1979,9,4,0,1.53646,0.36312,1.57878
1979,9,5,0,1.52081,0.27155,1.54487
1979,9,6,0,1.5161,0.17037,1.52564
1979,9,7,0,1.51859,0.0696,1.52018
1979,9,8,0,1.52277,-0.0209,1.52292
1979,9,9,0,1.5217,-0.09201,1.52447
1979,9,10,0,1.50748,-0.13595,1.51359
1979,9,11,0,1.47218,-0.1466,1.47946
1979,9,12,0,1.40871,-0.1198,1.41379
1979,9,13,0,1.31161,-0.05353,1.3127
1979,9,14,0,1.17758,0.05189,1.17872
1979,9,15,0,1.00573,0.19368,1.02421
1979,9,16,0,0.79751,0.3665,0.87769
1979,9,17,0,0.55657,0.5626,0.79138
1979,9,18,0,0.28847,0.77226,0.82438
1979,9,19,0,0.00043,0.98438,0.98438
1979,9,20,0,-0.29905,1.18736,1.22444
1979,9,21,0,-0.60061,1.37004,1.49591
1979,9,22,0,-0.89467,1.52239,1.76582
1979,9,23,0,-1.17227,1.63614,2.01275
1979,9,24,0,-1.42583,1.70491,2.22255
1979,9,25,0,-1.64996,1.72434,2.38657
1979,9,26,0,-1.84176,1.69205,2.50102
1979,9,27,0,-2.00092,1.60768,2.56677
1979,9,28,0,-2.12927,1.47298,2.58911
1979,9,29,0,-2.23014,1.29186,2.57729
1979,9,30,0,-2.30742,1.07027,2.54356
1979,10,1,0,-2.3646,0.81586,2.5014
1979,10,2,0,-2.4038,0.5372,2.4631
1979,10,3,0,-2.42488,0.2428,2.437
1979,10,4,0,-2.42462,-0.06019,2.42537
1979,10,5,0,-2.39601,-0.36704,2.42396
1979,10,6,0,-2.32741,-0.67579,2.42353
1979,10,7,0,-2.20235,-0.98499,2.41258
1979,10,8,0,-2.0027,-1.28615,2.38012
1979,10,9,0,-1.72132,-1.55212,2.31776
1979,10,10,0,-1.38196,-1.73867,2.22099
1979,10,11,0,-1.035,-1.81553,2.08983
1979,10,12,0,-0.71987,-1.78971,1.92906
1979,10,13,0,-0.44579,-1.69062,1.74841
1979,10,14,0,-0.20412,-1.54919,1.56257
1979,10,15,0,0.01645,-1.39088,1.39098
1979,10,16,0,0.22316,-1.23588,1.25587
1979,10,17,0,0.41778,-1.0998,1.17648
1979,10,18,0,0.59734,-0.99382,1.15952
1979,10,19,0,0.75554,-0.92426,1.19378
1979,10,20,0,0.88457,-0.89235,1.25648
1979,10,21,0,1.03055,-0.83512,1.32644
1979,10,22,0,1.13614,-0.78959,1.38357
1979,10,23,0,1.20038,-0.75226,1.41662
1979,10,24,0,1.22435,-0.7183,1.4195
1979,10,25,0,1.21101,-0.68213,1.38991
1979,10,26,0,1.16506,-0.63812,1.32837
1979,10,27,0,1.0926,-0.58124,1.23758
1979,10,28,0,1.00075,-0.5076,1.12212
1979,10,29,0,0.89721,-0.41497,0.98852
1979,10,30,0,0.78978,-0.30296,0.84589
1979,10,31,0,0.68593,-0.17316,0.70745
1979,11,1,0,0.59237,-0.02898,0.59308
1979,11,2,0,0.51472,0.12468,0.52961
1979,11,3,0,0.45725,0.28191,0.53717
1979,11,4,0,0.42272,0.43633,0.60751
1979,11,5,0,0.4123,0.58175,0.71304
1979,11,6,0,0.42563,0.71278,0.83018
1979,11,7,0,0.46087,0.82525,0.94522
1979,11,8,0,0.51496,0.9167,1.05144
1979,11,9,0,0.58376,0.98647,1.14626
1979,11,10,0,0.66237,1.03577,1.22945
1979,11,11,0,0.82302,1.01071,1.30342
1979,11,12,0,0.98045,0.95763,1.37052
1979,11,13,0,1.12525,0.88548,1.43188
1979,11,14,0,1.24983,0.80601,1.48719
1979,11,15,0,1.34836,0.73321,1.53482
1979,11,16,0,1.4159,0.68343,1.57221
1979,11,17,0,1.44608,0.67671,1.59658
1979,11,18,0,1.42537,0.73886,1.60549
1979,11,19,0,1.32257,0.89564,1.5973
1979,11,20,0,1.09949,1.12264,1.57137
1979,11,21,0,0.80422,1.29943,1.52816
1979,11,22,0,0.54275,1.36528,1.4692
1979,11,23,0,0.33336,1.35685,1.3972
1979,11,24,0,0.15208,1.30741,1.31623
1979,11,25,0,-0.01965,1.23199,1.23215
1979,11,26,0,-0.19118,1.13717,1.15313
1979,11,27,0,-0.36621,1.02637,1.08975
1979,11,28,0,-0.54525,0.90193,1.05393
1979,11,29,0,-0.72676,0.76584,1.05579
1979,11,30,0,-0.90774,0.61994,1.09924
1979,12,1,0,-1.08406,0.4659,1.17993
1979,12,2,0,-1.25061,0.30512,1.28729
1979,12,3,0,-1.40163,0.13872,1.40848
1979,12,4,0,-1.53097,-0.03253,1.53131
1979,12,5,0,-1.63247,-0.20803,1.64567
1979,12,6,0,-1.70033,-0.38714,1.74385
1979,12,7,0,-1.72949,-0.56885,1.82064
1979,12,8,0,-1.71592,-0.75135,1.87321
1979,12,9,0,-1.65695,-0.93154,1.90086
1979,12,10,0,-1.55177,-1.10447,1.90469
1979,12,11,0,-1.40214,-1.26299,1.8871
1979,12,12,0,-1.21355,-1.39784,1.85113
1979,12,13,0,-0.99632,-1.499,1.7999
1979,12,14,0,-0.76549,-1.55813,1.73602
1979,12,15,0,-0.53858,-1.57151,1.66124
1979,12,16,0,-0.33175,-1.54106,1.57636
1979,12,17,0,-0.15652,-1.47308,1.48138
1979,12,18,0,-0.01878,-1.37569,1.37582
1979,12,19,0,0.08042,-1.25666,1.25923
1979,12,20,0,0.14337,-1.12246,1.13158
1979,12,21,0,0.17449,-0.97819,0.99363
1979,12,22,0,0.17946,-0.82784,0.84707
1979,12,23,0,0.16475,-0.67467,0.6945
1979,12,24,0,0.13714,-0.52147,0.53921
1979,12,25,0,0.10334,-0.3707,0.38483
1979,12,26,0,0.06951,-0.2245,0.23502
1979,12,27,0,0.04084,-0.08476,0.09409
1979,12,28,0,0.02112,0.04696,0.05149
1979,12,29,0,0.01252,0.16944,0.1699
1979,12,30,0,0.01551,0.2817,0.28213
1979,12,31,0,0.03918,0.38369,0.38568
1980,1,1,0,0.06353,0.46968,0.47395
1980,1,2,0,0.09495,0.54674,0.55492
1980,1,3,0,0.12817,0.61188,0.62515
1980,1,4,0,0.16006,0.66532,0.6843
1980,1,5,0,0.18864,0.70745,0.73216
1980,1,6,0,0.21325,0.73882,0.76898
1980,1,7,0,0.23451,0.76027,0.79561
1980,1,8,0,0.25391,0.773,0.81363
1980,1,9,0,0.2733,0.77862,0.82519
1980,1,10,0,0.29441,0.77904,0.83282
1980,1,11,0,0.31867,0.77621,0.83908
1980,1,12,0,0.34706,0.7718,0.84624
1980,1,13,0,0.38013,0.76691,0.85595
1980,1,14,0,0.41795,0.76189,0.869
1980,1,15,0,0.46007,0.75623,0.88519
1980,1,16,0,0.50546,0.74864,0.9033
1980,1,17,0,0.55243,0.73716,0.92119
1980,1,18,0,0.5986,0.71945,0.93591
1980,1,19,0,0.64102,0.693,0.94401
1980,1,20,0,0.67617,0.65551,0.94175
1980,1,21,0,0.70015,0.60513,0.92541
1980,1,22,0,0.70881,0.54085,0.89159
1980,1,23,0,0.69801,0.4627,0.83744
1980,1,24,0,0.66384,0.37202,0.76097
1980,1,25,0,0.60305,0.27151,0.66135
1980,1,26,0,0.51343,0.16512,0.53933
1980,1,27,0,0.39429,0.05773,0.39849
1980,1,28,0,0.24687,-0.04547,0.25102
1980,1,29,0,0.07459,-0.13972,0.15838
1980,1,30,0,-0.11683,-0.22167,0.25058
1980,1,31,0,-0.31959,-0.29045,0.43186
1980,2,1,0,-0.52418,-0.34845,0.62943
1980,2,2,0,-0.72,-0.40157,0.82442
1980,2,3,0,-0.89635,-0.45747,1.00634
1980,2,4,0,-1.04419,-0.5206,1.16677
1980,2,5,0,-1.15902,-0.58535,1.29844
1980,2,6,0,-1.24252,-0.63488,1.39533
1980,2,7,0,-1.2991,-0.65044,1.45283
1980,2,8,0,-1.32995,-0.6217,1.46808
1980,2,9,0,-1.33121,-0.54912,1.44002
1980,2,10,0,-1.29653,-0.44094,1.36946
1980,2,11,0,-1.22029,-0.30997,1.25904
1980,2,12,0,-1.09971,-0.17131,1.11298
1980,2,13,0,-0.9359,-0.04068,0.93678
1980,2,14,0,-0.73398,0.06712,0.73704
1980,2,15,0,-0.50265,0.13951,0.52165
1980,2,16,0,-0.25323,0.16738,0.30355
1980,2,17,0,0.00162,0.14619,0.1462
1980,2,18,0,0.24966,0.0768,0.2612
1980,2,19,0,0.48104,-0.03376,0.48223
1980,2,20,0,0.6908,-0.17144,0.71176
1980,2,21,0,0.88151,-0.31385,0.93572
1980,2,22,0,1.06447,-0.42918,1.14773
1980,2,23,0,1.25225,-0.48369,1.34242
1980,2,24,0,1.43762,-0.47586,1.51433
1980,2,25,0,1.5927,-0.46009,1.65783
1980,2,26,0,1.69934,-0.48555,1.76734
1980,2,27,0,1.75199,-0.55434,1.83759
1980,2,28,0,1.74888,-0.64478,1.86395
1980,2,29,0,1.69108,-0.73198,1.8427
1980,3,1,0,1.58336,-0.7941,1.77133
1980,3,2,0,1.4324,-0.81651,1.64877
1980,3,3,0,1.25106,-0.78347,1.47614
1980,3,4,0,1.05221,-0.68826,1.25732
1980,3,5,0,0.84874,-0.52984,1.00055
1980,3,6,0,0.65215,-0.31257,0.72318
1980,3,7,0,0.4711,-0.04562,0.47331
1980,3,8,0,0.31023,0.25795,0.40346
1980,3,9,0,0.16893,0.58231,0.60632
1980,3,10,0,0.04029,0.91003,0.91092
1980,3,11,0,-0.09052,1.22257,1.22592
1980,3,12,0,-0.24841,1.49937,1.5198
1980,3,13,0,-0.47042,1.71294,1.77636
1980,3,14,0,-0.79669,1.81891,1.98574
1980,3,15,0,-1.21876,1.76227,2.14265
1980,3,16,0,-1.62365,1.55199,2.24608
1980,3,17,0,-1.90803,1.2828,2.29916
1980,3,18,0,-2.07358,1.01561,2.30894
1980,3,19,0,-2.15726,0.75571,2.2858
1980,3,20,0,-2.18725,0.49449,2.24245
1980,3,21,0,-2.18044,0.22689,2.19221
1980,3,22,0,-2.14615,-0.04658,2.14666
1980,3,23,0,-2.08857,-0.32142,2.11316
1980,3,24,0,-2.00805,-0.59089,2.09319
1980,3,25,0,-1.90214,-0.8475,2.0824
1980,3,26,0,-1.76646,-1.08408,2.07259
1980,3,27,0,-1.59575,-1.29438,2.05471
1980,3,28,0,-1.38482,-1.47326,2.02194
1980,3,29,0,-1.12954,-1.61643,1.97198
1980,3,30,0,-0.82771,-1.7198,1.90861
1980,3,31,0,-0.47985,-1.77858,1.84217
1980,4,1,0,-0.08879,-1.78643,1.78863
1980,4,2,0,0.33591,-1.73352,1.76577
1980,4,3,0,0.77937,-1.60865,1.7875
1980,4,4,0,1.21902,-1.4015,1.85747
1980,4,5,0,1.62483,-1.1087,1.96705
1980,4,6,0,1.96398,-0.74077,2.09904
1980,4,7,0,2.20998,-0.32395,2.2336
1980,4,8,0,2.35037,0.1071,2.35281
1980,4,9,0,2.38692,0.52051,2.44301
1980,4,10,0,2.32996,0.89382,2.49552
1980,4,11,0,2.19303,1.21416,2.50671
1980,4,12,0,1.99009,1.47546,2.47738
1980,4,13,0,1.73514,1.67558,2.41211
1980,4,14,0,1.44243,1.81453,2.31799
1980,4,15,0,1.12655,1.89349,2.20328
1980,4,16,0,0.8023,1.91449,2.0758
1980,4,17,0,0.48406,1.8802,1.94151
1980,4,18,0,0.18517,1.79401,1.80354
1980,4,19,0,-0.08288,1.66006,1.66212
1980,4,20,0,-0.31103,1.48326,1.51552
1980,4,21,0,-0.49309,1.26942,1.36182
1980,4,22,0,-0.62585,1.02531,1.20123
1980,4,23,0,-0.70899,0.75877,1.03846
1980,4,24,0,-0.74475,0.47879,0.88538
1980,4,25,0,-0.73756,0.19548,0.76303
1980,4,26,0,-0.69362,-0.08016,0.69823
1980,4,27,0,-0.62055,-0.33661,0.70597
1980,4,28,0,-0.52726,-0.56253,0.771
1980,4,29,0,-0.42372,-0.74768,0.8594
1980,4,30,0,-0.31373,-0.88406,0.93808
1980,5,1,0,-0.21917,-0.96594,0.99049
1980,5,2,0,-0.14654,-0.99244,1.0032
1980,5,3,0,-0.10483,-0.96639,0.97206
1980,5,4,0,-0.09951,-0.89417,0.89969
1980,5,5,0,-0.13164,-0.78482,0.79578
1980,5,6,0,-0.19782,-0.64919,0.67867
1980,5,7,0,-0.29101,-0.49925,0.57788
1980,5,8,0,-0.40173,-0.34761,0.53124
1980,5,9,0,-0.51935,-0.20712,0.55912
1980,5,10,0,-0.63317,-0.09026,0.63957
1980,5,11,0,-0.73309,-0.00838,0.73314
1980,5,12,0,-0.8099,0.02935,0.81043
1980,5,13,0,-0.85531,0.01721,0.85548
1980,5,14,0,-0.86193,-0.04593,0.86315
1980,5,15,0,-0.82373,-0.15572,0.83832
1980,5,16,0,-0.73713,-0.3024,0.79674
1980,5,17,0,-0.60253,-0.47226,0.76556
1980,5,18,0,-0.42554,-0.65012,0.777
1980,5,19,0,-0.21672,-0.82188,0.84998
1980,5,20,0,0.00995,-0.97604,0.97609
1980,5,21,0,0.23941,-1.10366,1.12933
1980,5,22,0,0.45756,-1.19776,1.28218
1980,5,23,0,0.65271,-1.25257,1.41243
1980,5,24,0,0.81621,-1.26337,1.50409
1980,5,25,0,0.94262,-1.22672,1.54706
1980,5,26,0,1.0294,-1.14101,1.53674
1980,5,27,0,1.07625,-1.00701,1.4739
1980,5,28,0,1.08429,-0.82843,1.36454
1980,5,29,0,1.05515,-0.61224,1.21991
1980,5,30,0,0.99028,-0.36889,1.05676
1980,5,31,0,0.89097,-0.11218,0.89801
1980,6,1,0,0.75926,0.14126,0.77229
1980,6,2,0,0.60016,0.37366,0.70697
1980,6,3,0,0.42364,0.56919,0.70954
1980,6,4,0,0.24458,0.7175,0.75804
1980,6,5,0,0.07941,0.81558,0.81944
1980,6,6,0,-0.0583,0.86657,0.86853
1980,6,7,0,-0.16058,0.8769,0.89148
1980,6,8,0,-0.22533,0.85402,0.88325
1980,6,9,0,-0.25512,0.80542,0.84486
1980,6,10,0,-0.25558,0.7385,0.78148
1980,6,11,0,-0.23395,0.66081,0.701
1980,6,12,0,-0.19796,0.58002,0.61287
1980,6,13,0,-0.15502,0.5038,0.52711
1980,6,14,0,-0.11167,0.43942,0.45339
1980,6,15,0,-0.07333,0.39319,0.39997
1980,6,16,0,-0.04424,0.36994,0.37258
1980,6,17,0,-0.02748,0.37252,0.37353
1980,6,18,0,-0.02511,0.40148,0.40227
1980,6,19,0,-0.0384,0.45493,0.45654
1980,6,20,0,-0.06789,0.52863,0.53297
1980,6,21,0,-0.11359,0.61631,0.62669
1980,6,22,0,-0.17502,0.71017,0.73142
1980,6,23,0,-0.25131,0.8014,0.83988
1980,6,24,0,-0.34117,0.88088,0.94464
1980,6,25,0,-0.44275,0.93978,1.03885
1980,6,26,0,-0.55344,0.97017,1.11693
1980,6,27,0,-0.66943,0.96573,1.17506
1980,6,28,0,-0.78534,0.9225,1.21152
1980,6,29,0,-0.89413,0.83984,1.22671
1980,6,30,0,-0.98786,0.72115,1.22308
1980,7,1,0,-1.05927,0.57383,1.20471
1980,7,2,0,-1.1037,0.40806,1.17672
1980,7,3,0,-1.12009,0.23471,1.14441
1980,7,4,0,-1.11052,0.06339,1.11232
1980,7,5,0,-1.07883,-0.09844,1.08331
1980,7,6,0,-1.02918,-0.24555,1.05807
1980,7,7,0,-0.96507,-0.3746,1.03522
1980,7,8,0,-0.88892,-0.48381,1.01205
1980,7,9,0,-0.80212,-0.57271,0.98559
1980,7,10,0,-0.70527,-0.64196,0.95369
1980,7,11,0,-0.59847,-0.69323,0.91583
1980,7,12,0,-0.48178,-0.7289,0.87373
